vote_average revenue
5.4 43579163
5.7 13167232
6.6 40471663
6.6 2826523
6.7 5738952
5.4 0
7.3 40084041
5.4 0
3.5 4711220
6.3 0
7.2 5706456
5.3 0
5.1 62134225
6.1 0
5.4 7433663
6.6 20966644
4.9 11949484
5.7 41382841
6.6 8362969
6.1 0
4.7 14481606
6.4 0
7.3 0
5.6 6637565
6.1 0
5.6 0
5.9 3500000
5 6797218
5.7 8025872
6.6 91258000
6.2 0
6.2 36611610
4.9 0
6.5 8988731
6.7 0
5 38702310
6.1 20603715
7.3 0
5.5 0
5.1 4884663
5.7 0
5.8 0
6.6 0
6 3900000
7.4 2015882
6 2347000
6.7 0
5.6 0
6.5 0
4.4 0
5.3 0
5 17768900
5.3 12303904
4.6 5450815
4.7 0
5.6 7177431
4.7 0
6.8 0
5.1 0
5.1 15945534
5.3 8033397
6.7 31853080
8 0
5.7 0
6.3 0
4.1 12308521
5.5 0
5.2 0
6.2 0
7.3 0
7.4 0
6.2 9697739
5.6 0
5 0
4.2 0
5.2 4790926
6.6 8620929
5.1 0
6.4 0
5 0
6.9 32056467
7.2 441306145
6.1 161777836
7.1 3000000
7 90000000
6.4 0
5.3 8844595
6.7 0
7.7 159616327
6.9 39768000
7.1 0
6.7 0
7.1 0
6.5 115000000
6.6 3
7.4 53267000
6.9 18344729
6.9 13200000
7.3 29800000
6.8 0
7.7 0
7 0
7 0
7.4 0
6.3 11000000
6.5 0
6.8 0
6.3 0
5 0
7.3 0
7.1 0
6.5 0
7 0
6.8 0
7.6 0
6.4 0
6.7 0
7.4 0
6.1 0
6.9 0
6.9 45000000
7 0
7.3 0
4.8 0
6.5 0
6.9 0
5.9 0
6.6 0
6.5 0
6.7 0
4.8 0
6 0
6.9 0
6.8 0
6.7 2000000
7 55675257
5.9 18999718
6.8 81600000
6.7 5200000
6.4 0
6.9 89800000
6.6 136400000
7 0
6.6 29548291
6.2 0
6.3 5050000
3 0
6.2 100489151
6.5 900000
6.4 0
6.5 0
6.7 0
7.2 31559552
6.6 0
7.1 0
6.1 0
5.8 0
6.4 0
6.2 0
6.8 0
4.3 0
6.2 0
7.3 3500000
6.5 0
6.6 0
7.6 0
6.7 0
6.3 0
5.7 0
6.1 0
6.7 1500000
6.2 0
6.5 0
7.5 0
6.3 0
6.7 0
6.3 141195658
7.2 163214286
6.9 111721910
6.6 29950000
7.6 0
6.6 0
5.9 0
6.6 0
6.3 0
6.7 0
6.9 0
6.6 0
6.4 0
6.8 0
6 0
6.2 0
5.7 0
6.4 0
6.4 0
7.2 0
5.4 0
5.6 0
5.8 0
6 0
7.1 0
5.3 0
5.5 0
5.7 12000000
6.3 0
6.4 0
5.2 0
4.5 0
5.9 0
4.4 0
6.4 0
6.4 81974493
7 102308889
6.6 0
7 44785053
7.2 638641
6.9 0
6.1 0
5.7 0
6.7 0
6.7 0
5.1 0
5.8 0
7.3 0
6.2 0
5.1 0
5.9 0
7 14250000
6.8 0
5 0
3.9 0
6.4 0
5.1 0
6 0
4.6 0
4 0
5.3 0
5.8 0
5.7 0
5.5 0
6.4 0
5.6 0
7 181813770
5.5 187884007
7.2 55000000
6.7 300218018
7.3 70000000
6.7 141000000
6.2 49579269
7.4 50000000
6.8 0
6.5 41590893
7.3 0
6 7185518
6.4 0
3.2 0
5.9 0
7.5 35000000
6 30471420
5.9 0
6.1 0
6.1 0
6.2 14560084
6.6 0
6.7 11
6.6 7230000
6.2 22765081
6.5 24046533
5.6 0
5.4 0
3.1 0
5.7 0
6.4 0
7.2 0
5.8 16393000
6.1 21049053
6.7 0
7 0
6.1 26518355
4.7 0
6.8 3713768
5.3 0
5.8 0
6.7 0
6.6 0
6.3 0
6 0
5.9 0
5.6 0
4.9 0
6 0
6.3 0
6.4 0
5.9 0
6.5 0
5.8 0
5.7 0
4.3 0
7.5 0
6.1 5438927
4.3 0
5.6 0
5.8 0
6 0
8 321952
6.1 0
6 78000000
7.1 0
6.8 0
7.5 33736689
5.6 0
5.8 0
6.8 0
6.3 0
5.9 0
6.3 13000000
6.9 6000000
6.7 0
6.4 0
5.6 0
7.3 0
5.1 0
7 20000000
5.8 0
5.5 0
6 0
7.2 0
5.7 0
5.5 0
7.9 0
5.8 0
5.6 0
5.9 0
5.7 0
5.3 0
6.7 12000000
6.1 0
6 0
6.6 0
6 0
6.2 0
6 0
6.1 0
5.7 0
5.9 0
5.5 0
6.6 0
7 0
7.4 0
5.7 0
6.5 0
5.4 0
1.5 0
